Pelvis,-0.09502237,-0.07029986,-2.994,-4.881718E-07,7.810757E-09,-0.007999248,-0.999968,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.02104297,-0.0002168365,-0.005155573,0.9997653,1,1,1
KneeRight,0.05118052,-0.6823783,-2.971927,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07201231,-1.119846,-2.971927,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02154319,0.002062641,0.04771979,0.9986264,1,1,1
KneeLeft,-0.2900795,-0.6834293,-2.971368,0,0,-0.03837659,-0.9992633,1,1,1
AnkleLeft,-0.3234718,-1.117529,-2.971368,0,0,0,1,1,1,1
SpineShoulder,-0.0890825,0.3009414,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07992511,0.3046559,-2.917572,0.05549897,0.1411057,-0.1799324,-0.9719225,1,1,1
ElbowRight,0.3389604,0.1974689,-2.831259,-0.1506598,0.2736604,0.2124389,-0.9258949,1,1,1
WristRight,0.532532,0.3351198,-2.66615,0,0,0,1,1,1,1
ShoulderLeft,-0.2598309,0.2971887,-3.071214,-0.01697185,0.07560682,0.1091964,-0.9909953,1,1,1
ElbowLeft,-0.5415875,0.2331531,-3.116116,-0.03177139,-0.04150268,-0.3196761,-0.9460842,1,1,1
WristLeft,-0.7526491,0.3958464,-3.089646,0,0,0,1,1,1,1
Neck,-0.09953418,0.4472649,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104982,0.7067476,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.881718E-07,7.810757E-09,-0.007999248,-0.999968,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.02104297,-0.0002168365,-0.005155573,0.9997653,1,1,1
KneeRight,0.05118052,-0.6823783,-2.971927,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07201231,-1.119846,-2.971927,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02177081,0.002106845,0.04822954,0.9985968,1,1,1
KneeLeft,-0.2906096,-0.6833678,-2.971127,0,0,-0.0379611,-0.9992792,1,1,1
AnkleLeft,-0.323641,-1.117495,-2.971127,0,0,0,1,1,1,1
SpineShoulder,-0.0890825,0.3009414,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07992511,0.3046559,-2.917572,0.05549897,0.1411057,-0.1799324,-0.9719225,1,1,1
ElbowRight,0.3389604,0.1974689,-2.831259,-0.1506598,0.2736604,0.2124389,-0.9258949,1,1,1
WristRight,0.532532,0.3351198,-2.66615,0,0,0,1,1,1,1
ShoulderLeft,-0.2598309,0.2971887,-3.071214,-0.01697185,0.07560682,0.1091964,-0.9909953,1,1,1
ElbowLeft,-0.5415875,0.2331531,-3.116116,-0.03177139,-0.04150268,-0.3196761,-0.9460842,1,1,1
WristLeft,-0.7526491,0.3958464,-3.089646,0,0,0,1,1,1,1
Neck,-0.09953418,0.4472649,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104982,0.7067476,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.881718E-07,7.810757E-09,-0.007999248,-0.999968,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.02629459,-0.0002710632,-0.005156216,0.9996409,1,1,1
KneeRight,0.05117783,-0.6821175,-2.966422,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07200962,-1.119585,-2.966422,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02691903,0.002577347,0.04772604,0.9984943,1,1,1
KneeLeft,-0.2900533,-0.6831558,-2.965724,0,0,-0.03837659,-0.9992633,1,1,1
AnkleLeft,-0.3234456,-1.117255,-2.965724,0,0,0,1,1,1,1
SpineShoulder,-0.0890825,0.3009414,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07239341,0.3044904,-2.902723,0.06656871,0.1737982,-0.1724945,-0.9672685,1,1,1
ElbowRight,0.3253415,0.1998222,-2.797366,-0.1622207,0.326892,0.1814523,-0.9131818,1,1,1
WristRight,0.5032939,0.3263661,-2.607634,0,0,0,1,1,1,1
ShoulderLeft,-0.2522218,0.2973559,-3.086216,-0.02097256,0.09407018,0.1079405,-0.9894745,1,1,1
ElbowLeft,-0.5321282,0.2337409,-3.141975,-0.0391466,-0.05276312,-0.3118658,-0.9478519,1,1,1
WristLeft,-0.7447028,0.3931718,-3.10865,0,0,0,1,1,1,1
Neck,-0.09953418,0.4472649,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104982,0.7067476,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.901316E-07,7.87364E-09,-0.008031433,-0.9999678,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.0208287,-0.0002124917,-0.005102946,0.99977,1,1,1
KneeRight,0.05112549,-0.6823883,-2.972152,0,0,-0.02407543,0.9997101,1,1,1
AnkleRight,0.07220768,-1.119844,-2.972152,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02177081,0.002106845,0.04822954,0.9985968,1,1,1
KneeLeft,-0.2906096,-0.6833678,-2.971127,0,0,-0.0379611,-0.9992792,1,1,1
AnkleLeft,-0.323641,-1.117495,-2.971127,0,0,0,1,1,1,1
SpineShoulder,-0.08905865,0.3009411,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07994896,0.3046555,-2.917572,0.05549897,0.1411057,-0.1799324,-0.9719225,1,1,1
ElbowRight,0.3389842,0.1974685,-2.831259,-0.1506598,0.2736604,0.2124389,-0.9258949,1,1,1
WristRight,0.5325558,0.3351194,-2.66615,0,0,0,1,1,1,1
ShoulderLeft,-0.2598071,0.2971883,-3.071214,-0.01697185,0.07560682,0.1091964,-0.9909953,1,1,1
ElbowLeft,-0.5415636,0.2331527,-3.116116,-0.03113018,-0.04299207,-0.3070313,-0.9502181,1,1,1
WristLeft,-0.7568454,0.390129,-3.089116,0,0,0,1,1,1,1
Neck,-0.09951033,0.4472646,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104744,0.7067472,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.901316E-07,7.87364E-09,-0.008031433,-0.9999678,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.0208287,-0.0002124917,-0.005102946,0.99977,1,1,1
KneeRight,0.05112549,-0.6823883,-2.972152,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07195728,-1.119856,-2.972152,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02154319,0.002062641,0.04771979,0.9986264,1,1,1
KneeLeft,-0.2900795,-0.6834293,-2.971368,0,0,-0.03837659,-0.9992633,1,1,1
AnkleLeft,-0.3234718,-1.117529,-2.971368,0,0,0,1,1,1,1
SpineShoulder,-0.08905865,0.3009411,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07994896,0.3046555,-2.917572,0.05549897,0.1411057,-0.1799324,-0.9719225,1,1,1
ElbowRight,0.3389842,0.1974685,-2.831259,-0.1506598,0.2736604,0.2124389,-0.9258949,1,1,1
WristRight,0.5325558,0.3351194,-2.66615,0,0,0,1,1,1,1
ShoulderLeft,-0.2598071,0.2971883,-3.071214,-0.01697185,0.07560682,0.1091964,-0.9909953,1,1,1
ElbowLeft,-0.5415636,0.2331527,-3.116116,-0.03146372,-0.04224405,-0.3134229,-0.9481517,1,1,1
WristLeft,-0.7547332,0.3930299,-3.089381,0,0,0,1,1,1,1
Neck,-0.09951033,0.4472646,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104744,0.7067472,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.901316E-07,7.87364E-09,-0.008031433,-0.9999678,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.0208287,-0.0002124917,-0.005102946,0.99977,1,1,1
KneeRight,0.05112549,-0.6823883,-2.972152,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07195728,-1.119856,-2.972152,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02154319,0.002062641,0.04771979,0.9986264,1,1,1
KneeLeft,-0.2900795,-0.6834293,-2.971368,0,0,-0.03880114,-0.999247,1,1,1
AnkleLeft,-0.3238406,-1.1175,-2.971368,0,0,0,1,1,1,1
SpineShoulder,-0.08905865,0.3009411,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07994896,0.3046555,-2.917572,0.05549897,0.1411057,-0.1799324,-0.9719225,1,1,1
ElbowRight,0.3389842,0.1974685,-2.831259,-0.1570112,0.2724597,0.220094,-0.9234023,1,1,1
WristRight,0.5287585,0.3397992,-2.66571,0,0,0,1,1,1,1
ShoulderLeft,-0.2598071,0.2971883,-3.071214,-0.01697185,0.07560682,0.1091964,-0.9909953,1,1,1
ElbowLeft,-0.5415636,0.2331527,-3.116116,-0.03146372,-0.04224405,-0.3134229,-0.9481517,1,1,1
WristLeft,-0.7547332,0.3930299,-3.089381,0,0,0,1,1,1,1
Neck,-0.09951033,0.4472646,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104744,0.7067472,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.901316E-07,7.87364E-09,-0.008031433,-0.9999678,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.0208287,-0.0002124917,-0.005102946,0.99977,1,1,1
KneeRight,0.05112549,-0.6823883,-2.972152,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07195728,-1.119856,-2.972152,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02154319,0.002062641,0.04771979,0.9986264,1,1,1
KneeLeft,-0.2900795,-0.6834293,-2.971368,0,0,-0.03880114,-0.999247,1,1,1
AnkleLeft,-0.3238406,-1.1175,-2.971368,0,0,0,1,1,1,1
SpineShoulder,-0.08905865,0.3009411,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07994896,0.3046555,-2.917572,0.05549897,0.1411057,-0.1799324,-0.9719225,1,1,1
ElbowRight,0.3389842,0.1974685,-2.831259,-0.1541765,0.2761823,0.2139327,-0.9242218,1,1,1
WristRight,0.5301446,0.3364943,-2.664501,0,0,0,1,1,1,1
ShoulderLeft,-0.2598071,0.2971883,-3.071214,-0.01697185,0.07560682,0.1091964,-0.9909953,1,1,1
ElbowLeft,-0.5415636,0.2331527,-3.116116,-0.03146372,-0.04224405,-0.3134229,-0.9481517,1,1,1
WristLeft,-0.7547332,0.3930299,-3.089381,0,0,0,1,1,1,1
Neck,-0.09951033,0.4472646,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104744,0.7067472,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.901316E-07,7.87364E-09,-0.008031433,-0.9999678,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.02602697,-0.0002656941,-0.005103574,0.9996482,1,1,1
KneeRight,0.05112288,-0.6821327,-2.966702,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07195467,-1.1196,-2.966702,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02691903,0.002577347,0.04772604,0.9984943,1,1,1
KneeLeft,-0.2900533,-0.6831558,-2.965724,0,0,-0.03880114,-0.999247,1,1,1
AnkleLeft,-0.3238144,-1.117227,-2.965724,0,0,0,1,1,1,1
SpineShoulder,-0.08905865,0.3009411,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07241726,0.30449,-2.902723,0.06656871,0.1737982,-0.1724945,-0.9672685,1,1,1
ElbowRight,0.3253653,0.1998218,-2.797366,-0.1655276,0.3297761,0.1821147,-0.9114179,1,1,1
WristRight,0.5008286,0.3274314,-2.606036,0,0,0,1,1,1,1
ShoulderLeft,-0.252198,0.2973556,-3.086216,-0.02097256,0.09407018,0.1079405,-0.9894745,1,1,1
ElbowLeft,-0.5321044,0.2337405,-3.141975,-0.0391466,-0.05276312,-0.3118658,-0.9478519,1,1,1
WristLeft,-0.744679,0.3931714,-3.10865,0,0,0,1,1,1,1
Neck,-0.09951033,0.4472646,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104744,0.7067472,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.901316E-07,7.87364E-09,-0.008031433,-0.9999678,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.0208287,-0.0002124917,-0.005102946,0.99977,1,1,1
KneeRight,0.05112549,-0.6823883,-2.972152,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07195728,-1.119856,-2.972152,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02154319,0.002062641,0.04771979,0.9986264,1,1,1
KneeLeft,-0.2900795,-0.6834293,-2.971368,0,0,-0.03880114,-0.999247,1,1,1
AnkleLeft,-0.3238406,-1.1175,-2.971368,0,0,0,1,1,1,1
SpineShoulder,-0.08905865,0.3009411,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07994896,0.3046555,-2.917572,0.05549897,0.1411057,-0.1799324,-0.9719225,1,1,1
ElbowRight,0.3389842,0.1974685,-2.831259,-0.1541765,0.2761823,0.2139327,-0.9242218,1,1,1
WristRight,0.5301446,0.3364943,-2.664501,0,0,0,1,1,1,1
ShoulderLeft,-0.2598071,0.2971883,-3.071214,-0.01697185,0.07560682,0.1091964,-0.9909953,1,1,1
ElbowLeft,-0.5415636,0.2331527,-3.116116,-0.03146372,-0.04224405,-0.3134229,-0.9481517,1,1,1
WristLeft,-0.7547332,0.3930299,-3.089381,0,0,0,1,1,1,1
Neck,-0.09951033,0.4472646,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104744,0.7067472,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.901316E-07,7.87364E-09,-0.008031433,-0.9999678,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.0208287,-0.0002124917,-0.005102946,0.99977,1,1,1
KneeRight,0.05112549,-0.6823883,-2.972152,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07195728,-1.119856,-2.972152,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02132022,0.002019812,0.04722076,0.9986548,1,1,1
KneeLeft,-0.2895603,-0.6834889,-2.971604,0,0,-0.0392352,-0.99923,1,1,1
AnkleLeft,-0.3236984,-1.11753,-2.971604,0,0,0,1,1,1,1
SpineShoulder,-0.08905865,0.3009411,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07994896,0.3046555,-2.917572,0.05549897,0.1411057,-0.1799324,-0.9719225,1,1,1
ElbowRight,0.3389842,0.1974685,-2.831259,-0.1541765,0.2761823,0.2139327,-0.9242218,1,1,1
WristRight,0.5301446,0.3364943,-2.664501,0,0,0,1,1,1,1
ShoulderLeft,-0.2598071,0.2971883,-3.071214,-0.01697185,0.07560682,0.1091964,-0.9909953,1,1,1
ElbowLeft,-0.5415636,0.2331527,-3.116116,-0.03146372,-0.04224405,-0.3134229,-0.9481517,1,1,1
WristLeft,-0.7547332,0.3930299,-3.089381,0,0,0,1,1,1,1
Neck,-0.09951033,0.4472646,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104744,0.7067472,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.901316E-07,7.87364E-09,-0.008031433,-0.9999678,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.0208287,-0.0002124917,-0.005102946,0.99977,1,1,1
KneeRight,0.05112549,-0.6823883,-2.972152,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07195728,-1.119856,-2.972152,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02154319,0.002062641,0.04771979,0.9986264,1,1,1
KneeLeft,-0.2900795,-0.6834293,-2.971368,0,0,-0.03880114,-0.999247,1,1,1
AnkleLeft,-0.3238406,-1.1175,-2.971368,0,0,0,1,1,1,1
SpineShoulder,-0.08905865,0.3009411,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07994896,0.3046555,-2.917572,0.05549897,0.1411057,-0.1799324,-0.9719225,1,1,1
ElbowRight,0.3389842,0.1974685,-2.831259,-0.1541765,0.2761823,0.2139327,-0.9242218,1,1,1
WristRight,0.5301446,0.3364943,-2.664501,0,0,0,1,1,1,1
ShoulderLeft,-0.2598071,0.2971883,-3.071214,-0.01697185,0.07560682,0.1091964,-0.9909953,1,1,1
ElbowLeft,-0.5415636,0.2331527,-3.116116,-0.03146372,-0.04224405,-0.3134229,-0.9481517,1,1,1
WristLeft,-0.7547332,0.3930299,-3.089381,0,0,0,1,1,1,1
Neck,-0.09951033,0.4472646,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104744,0.7067472,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.901316E-07,7.87364E-09,-0.008031433,-0.9999678,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.0208287,-0.0002124917,-0.005102946,0.99977,1,1,1
KneeRight,0.05112549,-0.6823883,-2.972152,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07195728,-1.119856,-2.972152,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02154319,0.002062641,0.04771979,0.9986264,1,1,1
KneeLeft,-0.2900795,-0.6834293,-2.971368,0,0,-0.03880114,-0.999247,1,1,1
AnkleLeft,-0.3238406,-1.1175,-2.971368,0,0,0,1,1,1,1
SpineShoulder,-0.08905865,0.3009411,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07994896,0.3046555,-2.917572,0.05549897,0.1411057,-0.1799324,-0.9719225,1,1,1
ElbowRight,0.3389842,0.1974685,-2.831259,-0.1541765,0.2761823,0.2139327,-0.9242218,1,1,1
WristRight,0.5301446,0.3364943,-2.664501,0,0,0,1,1,1,1
ShoulderLeft,-0.2598071,0.2971883,-3.071214,-0.01697185,0.07560682,0.1091964,-0.9909953,1,1,1
ElbowLeft,-0.5415636,0.2331527,-3.116116,-0.03146372,-0.04224405,-0.3134229,-0.9481517,1,1,1
WristLeft,-0.7547332,0.3930299,-3.089381,0,0,0,1,1,1,1
Neck,-0.09951033,0.4472646,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104744,0.7067472,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.901316E-07,7.87364E-09,-0.008031433,-0.9999678,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.02602697,-0.0002656941,-0.005103574,0.9996482,1,1,1
KneeRight,0.05112288,-0.6821327,-2.966702,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07195467,-1.1196,-2.966702,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02691903,0.002577347,0.04772604,0.9984943,1,1,1
KneeLeft,-0.2900533,-0.6831558,-2.965724,0,0,-0.03880114,-0.999247,1,1,1
AnkleLeft,-0.3238144,-1.117227,-2.965724,0,0,0,1,1,1,1
SpineShoulder,-0.08905865,0.3009411,-2.993999,-2.893521E-06,-2.066801E-07,-0.03564617,0.9993645,1,1,1
ShoulderRight,0.07241726,0.30449,-2.902723,0.06656871,0.1737982,-0.1724945,-0.9672685,1,1,1
ElbowRight,0.3253653,0.1998218,-2.797366,-0.1655276,0.3297761,0.1821147,-0.9114179,1,1,1
WristRight,0.5008286,0.3274314,-2.606036,0,0,0,1,1,1,1
ShoulderLeft,-0.252198,0.2973556,-3.086216,-0.02097256,0.09407018,0.1079405,-0.9894745,1,1,1
ElbowLeft,-0.5321044,0.2337405,-3.141975,-0.03953343,-0.05184131,-0.3181182,-0.9458067,1,1,1
WristLeft,-0.7425883,0.3959885,-3.108977,0,0,0,1,1,1,1
Neck,-0.09951033,0.4472646,-2.994,0,0,-0.02111263,0.9997771,1,1,1
HeadOrient,-0.1104744,0.7067472,-2.994,0,0,0,1,1,1,1
Pelvis,-0.09502237,-0.07029986,-2.994,-4.86228E-07,7.748619E-09,-0.007967301,-0.9999683,1,1,1
HipRight,0.04577765,-0.1582999,-2.994,-0.02104297,-0.0002168365,-0.005155573,0.9997653,1,1,1
KneeRight,0.05118052,-0.6823783,-2.971927,0,0,-0.02378931,0.999717,1,1,1
AnkleRight,0.07201231,-1.119846,-2.971927,0,0,0,1,1,1,1
HipLeft,-0.2402224,-0.1626999,-2.994,-0.02154319,0.002062641,0.04771979,0.9986264,1,1,1
KneeLeft,-0.2900795,-0.6834293,-2.971368,0,0,-0.0392352,-0.99923,1,1,1
